textos;ODS
El Capítulo 3 ofrece un enfoque novedoso para estudiar el nexo entre la lucha contra el terrorismo y los derechos humanos, con un diseño de investigación congruente con las premisas teóricas. El capítulo aclara la relación, a menudo pasada por alto pero indispensable, entre el lenguaje y las políticas concretas, aclarando cómo el análisis del marco de los debates parlamentarios puede complementar un análisis comparativo de políticas. Con este fin, el libro se basa en la triangulación de políticas relevantes y los discursos en los que están integradas. Se explica en detalle una estructura sistemática del marco de políticas, el proceso de codificación y cómo se utiliza el programa de investigación cualitativa ATLAS.ti. Esta metodología se emplea en dos casos cuidadosamente seleccionados, a saber, el Reino Unido y Turquía, con experiencias compartidas de terrorismo y similitudes en la legislación antiterrorista, pero con diferentes contextos políticos.;16
Además, la expansión actual del área metropolitana hacia sus afueras (las LGU de más rápido crecimiento son Carcar y Danao City) crea una demanda creciente del sistema de transporte público en estas áreas. De manera similar, los anchos de las carreteras no se mantienen a lo largo de los límites de la LGU, lo que impide una buena y coordinada planificación del transporte (y el uso de la tierra). Los mismos tipos de problemas se pueden observar en otros sectores, como el abastecimiento de agua y el saneamiento (ver Capítulo 3).;11
"La gestión de los bosques que pertenecen a los parques nacionales es realizada por la Empresa Pública ""Sume RS"". El Consejo reúne a representantes del Ministerio (Viceministro), de la Inspección Forestal y de Caza, de los municipios y de la Empresa Pública ""Sume RS"". El control forestal a nivel de entidad está a cargo de la Administración independiente de Actividades de Inspección de la República Srpska, que incluye la inspección forestal y de caza.";15
Según NCE (2016), se deben invertir USD 4 billones por año en infraestructura durante los próximos 15 años. Sin embargo, los costos incrementales para la infraestructura resistente al clima y con bajas emisiones de carbono son relativamente bajos y representan alrededor del 5 % de los requisitos de inversión para infraestructura nueva y mejorada (NCE, 2014). El sector privado, incluidos los financiadores de los mercados de capital pero también las empresas, podría ayudar a cerrar parte de la brecha financiera para la infraestructura sostenible.;13
Este artículo se pregunta si el Derecho de la Unión Europea (UE) puede imponer limitaciones jurisdiccionales a los denominados procedimientos de arbitraje intracomunitario en materia de inversiones. ¿Tendría un tribunal arbitral que conoce de un caso intracomunitario en virtud de un tratado bilateral de inversión (TBI) o del Tratado sobre la Carta de la Energía (TCE) que declararse incompetente para dirigir el procedimiento debido a la aplicación de la legislación de la UE? Este artículo somete esta proposición a crítica, concluyendo que, por una serie de razones, relacionadas bien con la redacción del TBI o del TCE, bien con la aplicación de los principios generales del derecho internacional, no resiste el escrutinio. Un tribunal arbitral que conozca de una demanda en virtud de un TBI o del TCE no puede basarse en el Derecho de la UE para negar derechos expresamente concedidos en virtud del instrumento que establece su jurisdicción.;16
Las Partes no acordaron en París renunciar al uso de algunas herramientas políticas que son controvertidas entre los socios comerciales. Aquí se discutirán tres tipos de herramientas en particular: ajuste fronterizo de carbono, subsidios como política industrial verde y estándares y etiquetado de carbono. Aplicado a las importaciones, da como resultado un cargo sobre los bienes importados acorde con el cargo que el productor habría tenido que soportar si el producto se hubiera producido bajo las regulaciones climáticas nacionales, ya sea un impuesto al carbono o un requisito para comprar compensaciones. Aplicado a las exportaciones, desgrava los cargos relacionados con el clima que se imponen a los bienes destinados a mercados extranjeros donde dichos cargos no se imponen a sus productores.;13
"En el caso de Boumediene v. Bush, la Corte Suprema determinó que los ""combatientes enemigos"" extranjeros, detenidos por el ejército de los EE. restringió ilegalmente este derecho con la Ley de Comisiones Militares de 2006. Sin embargo, al considerar el alcance constitucional del hábeas corpus, el Tribunal de Boumediene estudió sus orígenes en el derecho inglés y describió el hábeas como un ""legado"" especialmente importante en el derecho angloamericano. , que apoyó una visión expansiva de la jurisdicción de los tribunales federales. Con este enfoque, la doctrina emergente del ""control efectivo"" de la Corte Suprema ahora determina la jurisdicción territorial con base en el grado real de control que el gobierno ejerce sobre un lugar o una persona, en lugar de las fronteras nacionales formalistas. De esta manera, Boumediene presentó un enfoque más funcional para evaluar la jurisdicción de hábeas.";16
Las actividades de estas empresas sociales cubren una amplia gama de servicios, por ejemplo, una empresa social para el cuidado de la salud de los ancianos ofrece servicios médicos a través de cooperativas médicas en áreas con una mayor proporción de residentes de la tercera edad. La empresa no solo brinda servicios médicos a los ancianos, sino que funciona como un vehículo para la colaboración entre varios actores locales, incluido el gobierno local, organizaciones de voluntarios y empresas privadas. Financiadas en parte por el fondo de apoyo provincial y subsidios de los municipios, las empresas sociales operan con sus propios ingresos de las cuotas de membresía y la prestación de servicios médicos. Si bien el desarrollo equilibrado no es nuevo en la agenda política coreana, el enfoque se ha diversificado del desarrollo económico e industrial únicamente, que de hecho mejoró el ingreso nacional y las condiciones de vida en todo el país, al tiempo que amplió la disparidad regional, para incluir la garantía de la calidad de vida en todo el país. .;11
Aprendizaje basado en el trabajo en la educación y formación profesional - plan de proyecto. La dinámica del crecimiento del empleo: nueva evidencia de 18 países. Perspectivas del mercado laboral a corto plazo y desafíos clave en los países del G20. Abordar los desafíos del empleo, el mercado laboral y la protección social en los países del G20: medidas clave desde 2010. Informe sobre el estado de la nación 2013. Mejores habilidades, mejor turismo.;8
Los argumentos orales de la Corte Suprema pueden revelar las opiniones de los jueces sobre cuestiones políticas y sociales fundamentales, incluido, en el caso de la Ley del Cuidado de Salud a Bajo Precio, lo que significa garantizar la libertad y dónde se encuentra el equilibrio adecuado entre el activismo judicial y la deferencia al Congreso.;16
Este es el segundo artículo de una serie de dos partes que establece un marco para evaluar la ley en lo que afecta los derechos a la libertad y la seguridad de las personas con deficiencias intelectuales y cognitivas. Este artículo utiliza el enfoque basado en los derechos desarrollado en el primer artículo para establecer una metodología para evaluar la gama de formas en que se puede hacer o interpretar la ley en esta área. La metodología considera la adjudicación de los derechos de derecho consuetudinario por parte de los tribunales, la interpretación judicial de los estatutos y la elaboración de las leyes. Las áreas clave de la ley consideradas son aquellas que permiten la detención y el uso de prácticas restrictivas para 'comportamientos desafiantes' o 'comportamientos preocupantes'. El artículo concluye argumentando que un enfoque basado en los derechos y un método para evaluar cómo se aplica la ley es esencial para garantizar que un estado de derecho 'grueso' pueda proteger y promover los derechos e intereses de las personas con discapacidades intelectuales y cognitivas.;16
